Accession,ID,Assay name,Assay title,Target of assay,Target gene symbol,Biosample summary,Biosample term name,Description,Lab,Project,Status,Files,Related series,Biosample accession,Biological replicate,Technical replicate,Linked antibody,Organism,Life stage,Biosample age,Biosample treatment,Biosample treatment ontology ID,Biosample treatment concentration,Biosample treatment concentration units,Biosample treatment duration,Biosample treatment duration units,Synchronization,Post-synchronization time,Post-synchronization time units,Replicates,Perturbed,Biosample type,Tissue/cell types
ENCSR000EJA,/experiments/ENCSR000EJA/,DNase-seq,DNase-seq,NA,NA,H54,H54,DNase-seq on human glioblastoma multiforme,"Gregory Crawford, Duke",ENCODE,released,"/files/ENCFF000ACY/,/files/ENCFF000SKB/,/files/ENCFF000SKC/,/files/ENCFF000SKD/,/files/ENCFF000SKF/,/files/ENCFF000SKH/,/files/ENCFF000SKI/,/files/ENCFF000SKJ/,/files/ENCFF001SOM/,/files/ENCFF001UUZ/,/files/ENCFF234UMX/,/files/ENCFF012VAE/,/files/ENCFF371LZG/,/files/ENCFF897TLN/,/files/ENCFF647LAZ/,/files/ENCFF350KIQ/,/files/ENCFF311QBO/,/files/ENCFF899BVM/,/files/ENCFF953ILO/,/files/ENCFF124HGG/,/files/ENCFF071ZQB/,/files/ENCFF783ZJF/,/files/ENCFF103TWU/,/files/ENCFF621CNQ/,/files/ENCFF452DLO/,/files/ENCFF368JFL/,/files/ENCFF044WIN/,/files/ENCFF590XSK/,/files/ENCFF080HFP/,/files/ENCFF150UGU/,/files/ENCFF554CZE/,/files/ENCFF894HWX/,/files/ENCFF508KJH/,/files/ENCFF456JPS/,/files/ENCFF185MEA/,/files/ENCFF506OBB/",NA,ENCBS173AAA,1,21,NA,Homo sapiens,adult,36 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/1eaaa9af-3ef3-49f8-80e4-64720892cf84/,/replicates/26d9224a-e5d2-4b7d-a2e5-813586601609/",FALSE,cell line,"NA"
ENCSR000EJB,/experiments/ENCSR000EJB/,DNase-seq,DNase-seq,NA,NA,GM10248,GM10248,Duke human GM10248 DNase-seq,"Gregory Crawford, Duke",ENCODE,released,"/files/ENCFF000SKK/,/files/ENCFF000SKL/,/files/ENCFF000SKM/,/files/ENCFF000SKO/,/files/ENCFF000SKP/,/files/ENCFF000SKX/,/files/ENCFF000SKY/,/files/ENCFF001UVA/,/files/ENCFF631XTU/,/files/ENCFF495SQQ/,/files/ENCFF361PEP/,/files/ENCFF796GGJ/,/files/ENCFF244DVV/,/files/ENCFF993WFE/,/files/ENCFF529GTE/,/files/ENCFF038OMI/,/files/ENCFF176YAH/,/files/ENCFF675SLJ/,/files/ENCFF529FTC/,/files/ENCFF301AOM/,/files/ENCFF149TAY/,/files/ENCFF652JRP/,/files/ENCFF115TTF/,/files/ENCFF351NNJ/,/files/ENCFF976UHK/,/files/ENCFF398DCJ/,/files/ENCFF225ANB/,/files/ENCFF910SFL/,/files/ENCFF826PJP/,/files/ENCFF732CAX/,/files/ENCFF428MNL/,/files/ENCFF148CEZ/,/files/ENCFF830OFD/,/files/ENCFF240YYZ/",NA,ENCBS183AAA,1,12,NA,Homo sapiens,unknown,32 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/0b9064ea-a1ca-401c-aa76-966cad4da7cb/,/replicates/014e5c00-842e-4560-ba32-45df41c06b38/",FALSE,cell line,B cells
ENCSR000EJD,/experiments/ENCSR000EJD/,DNase-seq,DNase-seq,NA,NA,GM12878,GM12878,Duke human GM12878 DNase-seq,"Gregory Crawford, Duke",ENCODE,released,"/files/ENCFF000SKV/,/files/ENCFF000SKW/,/files/ENCFF000SKZ/,/files/ENCFF000SLA/,/files/ENCFF000SLB/,/files/ENCFF000SLC/,/files/ENCFF000SLD/,/files/ENCFF000SLF/,/files/ENCFF000SLG/,/files/ENCFF000SLH/,/files/ENCFF000SLJ/,/files/ENCFF000SLL/,/files/ENCFF000SLP/,/files/ENCFF000SLR/,/files/ENCFF001UVC/,/files/ENCFF421ACO/,/files/ENCFF437JBX/,/files/ENCFF773SPT/,/files/ENCFF588OCA/,/files/ENCFF070YWW/,/files/ENCFF849TEL/,/files/ENCFF206HYT/,/files/ENCFF804BNU/,/files/ENCFF246MAX/,/files/ENCFF541CUW/,/files/ENCFF348JOK/,/files/ENCFF136VTK/,/files/ENCFF276UGA/,/files/ENCFF577DUO/,/files/ENCFF093VXI/,/files/ENCFF720WSV/,/files/ENCFF540YIR/,/files/ENCFF930YPT/,/files/ENCFF570AMI/,/files/ENCFF903PJT/,/files/ENCFF363MQH/,/files/ENCFF056XAZ/,/files/ENCFF716JJU/,/files/ENCFF158GBQ/,/files/ENCFF056WCP/,/files/ENCFF693LBE/,/files/ENCFF984HWZ/,/files/ENCFF118XWY/",NA,ENCBS337LQM,1,13524,NA,Homo sapiens,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/69b7e7ca-fb67-43e2-b677-688c13a869af/,/replicates/2903c6c5-1327-432e-8ffc-52776780baef/,/replicates/41d053d8-822a-4a4b-bbd3-e29a936f80d7/,/replicates/ab4f3bf8-d58d-4d84-a2cc-a27c57237d3c/,/replicates/b85bc871-f86a-48b5-ac73-3825b21d8f30/",FALSE,cell line,B cells
ENCSR000EJE,/experiments/ENCSR000EJE/,DNase-seq,DNase-seq,NA,NA,GM12891,GM12891,Duke human GM12891 DNase-seq,"Gregory Crawford, Duke",ENCODE,released,"/files/ENCFF000ACZ/,/files/ENCFF000SLK/,/files/ENCFF000SLM/,/files/ENCFF000SLN/,/files/ENCFF000SLO/,/files/ENCFF000SLQ/,/files/ENCFF000SLW/,/files/ENCFF000SLX/,/files/ENCFF001SON/,/files/ENCFF001UVD/,/files/ENCFF195CXV/,/files/ENCFF422EDP/,/files/ENCFF427OPJ/,/files/ENCFF819EPB/,/files/ENCFF758ZIM/,/files/ENCFF035WVJ/,/files/ENCFF617TNM/,/files/ENCFF412SFU/,/files/ENCFF784LOG/,/files/ENCFF590UVV/,/files/ENCFF195QER/,/files/ENCFF825DHJ/,/files/ENCFF279SDX/,/files/ENCFF713YTW/,/files/ENCFF030PKK/,/files/ENCFF232TIM/,/files/ENCFF150GJA/,/files/ENCFF935IBW/,/files/ENCFF101TFE/,/files/ENCFF194IEC/,/files/ENCFF070BAN/,/files/ENCFF742TPI/,/files/ENCFF968USJ/,/files/ENCFF805ZYV/,/files/ENCFF856HCU/,/files/ENCFF039RTE/",NA,ENCBS384ENC,1,21,NA,Homo sapiens,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/d60992bc-5d7c-4e57-98da-513fa87cd5b0/,/replicates/158c528d-6d52-46dc-9848-5ae6eda895d3/",FALSE,cell line,B cells
ENCSR000EJF,/experiments/ENCSR000EJF/,DNase-seq,DNase-seq,NA,NA,GM12892,GM12892,Duke human GM12892 DNase-seq,"Gregory Crawford, Duke",ENCODE,released,"/files/ENCFF000ADA/,/files/ENCFF000SLS/,/files/ENCFF000SLT/,/files/ENCFF000SLU/,/files/ENCFF000SLV/,/files/ENCFF000SLY/,/files/ENCFF000SLZ/,/files/ENCFF000SMB/,/files/ENCFF001SOO/,/files/ENCFF001UVE/,/files/ENCFF949PWW/,/files/ENCFF100BLS/,/files/ENCFF813SMV/,/files/ENCFF647DEH/,/files/ENCFF870JFI/,/files/ENCFF916ZGC/,/files/ENCFF063BEU/,/files/ENCFF257HIT/,/files/ENCFF664UGZ/,/files/ENCFF752XJF/,/files/ENCFF517QEE/,/files/ENCFF894BYG/,/files/ENCFF383QFY/,/files/ENCFF445XAJ/,/files/ENCFF536IEC/,/files/ENCFF103THJ/,/files/ENCFF111MFA/,/files/ENCFF693VKU/,/files/ENCFF869SPX/,/files/ENCFF751AEI/,/files/ENCFF260LKE/,/files/ENCFF672TZX/,/files/ENCFF753XRH/,/files/ENCFF836EDX/,/files/ENCFF330BLP/,/files/ENCFF897LAU/",NA,ENCBS633AAA,1,21,NA,Homo sapiens,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/a2ea5f6e-b02c-4dc0-9d28-339686749497/,/replicates/024cdb36-ea57-4909-8498-b166b116c9d3/",FALSE,cell line,B cells
ENCSR000EJI,/experiments/ENCSR000EJI/,DNase-seq,DNase-seq,NA,NA,GM18507,GM18507,Duke human GM18507 DNase-seq,"Gregory Crawford, Duke",ENCODE,released,"/files/ENCFF000ADB/,/files/ENCFF000SML/,/files/ENCFF000SMM/,/files/ENCFF000SMN/,/files/ENCFF000SMO/,/files/ENCFF000SMQ/,/files/ENCFF000SMS/,/files/ENCFF000SMT/,/files/ENCFF000SMU/,/files/ENCFF000SMV/,/files/ENCFF000SMZ/,/files/ENCFF001SOP/,/files/ENCFF001UVH/,/files/ENCFF573MKX/,/files/ENCFF128ASA/,/files/ENCFF949KDI/,/files/ENCFF112WXM/,/files/ENCFF889DVN/,/files/ENCFF143MCZ/,/files/ENCFF297ZJU/,/files/ENCFF198ZQT/,/files/ENCFF947TUV/,/files/ENCFF647UTP/,/files/ENCFF794URA/,/files/ENCFF418WZL/,/files/ENCFF341FTK/,/files/ENCFF460LGJ/,/files/ENCFF172ZOZ/,/files/ENCFF381NEI/,/files/ENCFF714ZSE/,/files/ENCFF637LDR/,/files/ENCFF595ELN/,/files/ENCFF697GPX/,/files/ENCFF936EHW/,/files/ENCFF096XYY/,/files/ENCFF521BNZ/,/files/ENCFF348UIO/,/files/ENCFF627YSB/,/files/ENCFF536PAN/,/files/ENCFF473NXT/,/files/ENCFF189VEP/",NA,ENCBS222AAA,1,213,NA,Homo sapiens,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/a50086f5-da95-4fa9-9b9f-06ef5dc11a64/,/replicates/f53adfdd-3dbe-4dae-9f3c-fd33f80b20ca/,/replicates/7f40212b-1bc8-4302-b468-f33df38b5bf8/",FALSE,cell line,B cells
ENCSR000EJJ,/experiments/ENCSR000EJJ/,DNase-seq,DNase-seq,NA,NA,GM19238,GM19238,Duke human GM19238 DNase-seq,"Gregory Crawford, Duke",ENCODE,released,"/files/ENCFF000ADC/,/files/ENCFF000SMW/,/files/ENCFF000SMX/,/files/ENCFF000SMY/,/files/ENCFF000SNA/,/files/ENCFF000SNC/,/files/ENCFF000SNE/,/files/ENCFF000SNJ/,/files/ENCFF001SOQ/,/files/ENCFF001UVI/,/files/ENCFF031MGE/,/files/ENCFF388ZTH/,/files/ENCFF956JDL/,/files/ENCFF222KTR/,/files/ENCFF352NCW/,/files/ENCFF928IKG/,/files/ENCFF233YJE/,/files/ENCFF399QLG/,/files/ENCFF338MFP/,/files/ENCFF600XGW/,/files/ENCFF288TAT/,/files/ENCFF838NNF/,/files/ENCFF385ITM/,/files/ENCFF062OHQ/,/files/ENCFF628NUG/,/files/ENCFF536HCK/,/files/ENCFF510PKR/,/files/ENCFF686VVE/,/files/ENCFF674WOX/,/files/ENCFF922XJY/,/files/ENCFF563XFY/,/files/ENCFF539AMW/,/files/ENCFF368SYC/,/files/ENCFF412NIS/,/files/ENCFF416OFP/,/files/ENCFF776SET/",NA,ENCBS509ENC,1,21,NA,Homo sapiens,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/a4985f17-0fd8-49d5-9c37-1f25b32c2932/,/replicates/4d97c002-52d4-47c5-bd2d-24aa5d8ed1dc/",FALSE,cell line,B cells
ENCSR000EJK,/experiments/ENCSR000EJK/,DNase-seq,DNase-seq,NA,NA,GM19239,GM19239,Duke human GM19239 DNase-seq,"Gregory Crawford, Duke",ENCODE,released,"/files/ENCFF000ADD/,/files/ENCFF000SNG/,/files/ENCFF000SNI/,/files/ENCFF000SNK/,/files/ENCFF000SNL/,/files/ENCFF000SNP/,/files/ENCFF000SNR/,/files/ENCFF001SOR/,/files/ENCFF001UVJ/,/files/ENCFF480ZZQ/,/files/ENCFF583HUT/,/files/ENCFF272BFL/,/files/ENCFF328HSO/,/files/ENCFF033MQB/,/files/ENCFF467NRK/,/files/ENCFF007RAV/,/files/ENCFF587PYD/,/files/ENCFF383SDN/,/files/ENCFF609DUG/,/files/ENCFF509PQN/,/files/ENCFF590PMW/,/files/ENCFF376RPN/,/files/ENCFF179QZQ/,/files/ENCFF614JIA/,/files/ENCFF919WIT/,/files/ENCFF713HQS/,/files/ENCFF896DVO/,/files/ENCFF110SDA/,/files/ENCFF680MOD/,/files/ENCFF849LMC/,/files/ENCFF222GER/,/files/ENCFF689PDT/,/files/ENCFF453FSU/,/files/ENCFF463LPL/,/files/ENCFF680QJO/",NA,ENCBS385ENC,1,21,NA,Homo sapiens,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/7745eeb8-8cc0-4011-86ca-6742101a32b6/,/replicates/1cc5f182-ee96-4c77-8152-0db83fc3db71/",FALSE,cell line,B cells
ENCSR000EJL,/experiments/ENCSR000EJL/,DNase-seq,DNase-seq,NA,NA,GM19240,GM19240,Duke human GM19240 DNase-seq,"Gregory Crawford, Duke",ENCODE,released,"/files/ENCFF000ADE/,/files/ENCFF000SNN/,/files/ENCFF000SNM/,/files/ENCFF000SNO/,/files/ENCFF000SNQ/,/files/ENCFF000SNS/,/files/ENCFF000SNT/,/files/ENCFF000SNV/,/files/ENCFF001SOS/,/files/ENCFF001UVK/,/files/ENCFF097XPJ/,/files/ENCFF591OLK/,/files/ENCFF603XJF/,/files/ENCFF847DTY/,/files/ENCFF025TQR/,/files/ENCFF832ETI/,/files/ENCFF898QBB/,/files/ENCFF154ZZO/,/files/ENCFF775CNA/,/files/ENCFF689GEV/,/files/ENCFF032CMS/,/files/ENCFF205PGF/,/files/ENCFF187YNG/,/files/ENCFF814MPK/,/files/ENCFF071RVG/,/files/ENCFF874DLN/,/files/ENCFF922BTK/,/files/ENCFF318HUC/,/files/ENCFF164NKU/,/files/ENCFF998XTO/,/files/ENCFF505IVU/,/files/ENCFF009IVR/,/files/ENCFF026CWR/,/files/ENCFF542YVL/,/files/ENCFF006VJD/,/files/ENCFF901SKW/",NA,ENCBS510ENC,1,12,NA,Homo sapiens,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/892dbc9b-cb28-4486-8bce-5d235fb4420c/,/replicates/f12a4178-4d02-4cdb-94d8-8b94697f640b/",FALSE,cell line,B cells
ENCSR000EJN,/experiments/ENCSR000EJN/,DNase-seq,DNase-seq,NA,NA,H1,H1,Duke human H1-hESC DNase-seq,"Gregory Crawford, Duke",ENCODE,released,"/files/ENCFF000SOA/,/files/ENCFF000SOB/,/files/ENCFF000SOC/,/files/ENCFF000SOD/,/files/ENCFF000SOE/,/files/ENCFF000SOF/,/files/ENCFF000SOH/,/files/ENCFF001UVM/,/files/ENCFF520BEZ/,/files/ENCFF153AVZ/,/files/ENCFF947IXO/,/files/ENCFF839IID/,/files/ENCFF896QPX/,/files/ENCFF562GPE/,/files/ENCFF541CXS/,/files/ENCFF175AGN/,/files/ENCFF444NGN/,/files/ENCFF271WAD/,/files/ENCFF398SGI/,/files/ENCFF393NVR/,/files/ENCFF915LEP/,/files/ENCFF153XQL/,/files/ENCFF256CXZ/,/files/ENCFF951HEQ/,/files/ENCFF187RGR/,/files/ENCFF803XYD/,/files/ENCFF274IMF/,/files/ENCFF176HAS/,/files/ENCFF902URC/,/files/ENCFF233CHA/,/files/ENCFF224IPG/,/files/ENCFF543ZYB/,/files/ENCFF098ELN/,/files/ENCFF284ZVH/",NA,ENCBS780AAA,1,21,NA,Homo sapiens,embryonic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/3f944b25-cc02-4a58-8ef9-9a2c90db169c/,/replicates/831cabfc-9c34-4955-a3c5-ee2aa557f4b1/",FALSE,cell line,Germ
ENCSR000EJO,/experiments/ENCSR000EJO/,DNase-seq,DNase-seq,NA,NA,H7,H7,Duke human H7-hESC DNase-seq,"Gregory Crawford, Duke",ENCODE,released,"/files/ENCFF000SOI/,/files/ENCFF000SOK/,/files/ENCFF000SOL/,/files/ENCFF000SOM/,/files/ENCFF000SON/,/files/ENCFF000SOO/,/files/ENCFF000SOV/,/files/ENCFF000SOW/,/files/ENCFF000SOX/,/files/ENCFF001UVN/,/files/ENCFF554XLD/,/files/ENCFF586SUA/,/files/ENCFF880GBH/,/files/ENCFF986FCR/,/files/ENCFF511POS/,/files/ENCFF110TTS/,/files/ENCFF415JOZ/,/files/ENCFF964XYW/,/files/ENCFF161AIH/,/files/ENCFF472DVB/,/files/ENCFF834ZXZ/,/files/ENCFF228WDF/,/files/ENCFF566EKJ/,/files/ENCFF305PFI/,/files/ENCFF138REP/,/files/ENCFF398TTY/,/files/ENCFF886NOU/,/files/ENCFF932OBG/,/files/ENCFF753SCX/,/files/ENCFF116JOX/,/files/ENCFF132GLY/,/files/ENCFF418ZNF/,/files/ENCFF441RKE/,/files/ENCFF582IVI/,/files/ENCFF919GAY/,/files/ENCFF974UGG/,/files/ENCFF903XCQ/,/files/ENCFF920LZS/",NA,ENCBS291AAA,1,132,NA,Homo sapiens,embryonic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/f064c57c-aa39-4fdb-9354-f0bd0acb6443/,/replicates/17d4b223-cb09-4641-8456-cf62756df8f7/,/replicates/c4b107d2-f3e7-418c-9ab4-c6a8efab2195/",FALSE,cell line,Germ
ENCSR000EJP,/experiments/ENCSR000EJP/,DNase-seq,DNase-seq,NA,NA,H9,H9,Duke human H9ES DNase-seq,"Gregory Crawford, Duke",ENCODE,released,"/files/ENCFF000ADF/,/files/ENCFF000SOP/,/files/ENCFF000SOQ/,/files/ENCFF000SOR/,/files/ENCFF000SOS/,/files/ENCFF000SOT/,/files/ENCFF000SOU/,/files/ENCFF000SOZ/,/files/ENCFF001SOT/,/files/ENCFF001UVO/,/files/ENCFF042VBM/,/files/ENCFF852AFZ/,/files/ENCFF276OCG/,/files/ENCFF742BZO/,/files/ENCFF062PST/,/files/ENCFF420CHV/,/files/ENCFF166OGN/,/files/ENCFF785BVB/,/files/ENCFF659OWQ/,/files/ENCFF269GXP/,/files/ENCFF029QRH/,/files/ENCFF479LWX/,/files/ENCFF568GTJ/,/files/ENCFF022WQN/,/files/ENCFF663TLI/,/files/ENCFF752PSN/,/files/ENCFF711ZHX/,/files/ENCFF252WPJ/,/files/ENCFF719SKA/,/files/ENCFF257MQX/,/files/ENCFF854QWS/,/files/ENCFF561INV/,/files/ENCFF586PUB/,/files/ENCFF360ODI/,/files/ENCFF569AYL/,/files/ENCFF989ZCZ/",NA,ENCBS298AAA,1,12,NA,Homo sapiens,embryonic,5 days,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/99eb22c2-8f2b-43c2-9c0e-00241913e9f7/,/replicates/636d366e-e685-4cb2-9820-958c86ce799c/",FALSE,cell line,Germ
ENCSR000EJQ,/experiments/ENCSR000EJQ/,DNase-seq,DNase-seq,NA,NA,heart male adult (27 years) and male adult (35 years),heart,DNase-seq on human heart,"Gregory Crawford, Duke",ENCODE,released,"/files/ENCFF000SOY/,/files/ENCFF000SPA/,/files/ENCFF000SPB/,/files/ENCFF000SPC/,/files/ENCFF000SPD/,/files/ENCFF000SPN/,/files/ENCFF000SPP/,/files/ENCFF001UVP/,/files/ENCFF115DLR/,/files/ENCFF780RHA/,/files/ENCFF225UJM/,/files/ENCFF888RUB/,/files/ENCFF465ZOS/,/files/ENCFF057GWK/,/files/ENCFF596MEE/,/files/ENCFF892RWC/,/files/ENCFF325MOD/,/files/ENCFF826VEQ/,/files/ENCFF529WLE/,/files/ENCFF998JKA/,/files/ENCFF109PHC/,/files/ENCFF533VZF/,/files/ENCFF366TAR/,/files/ENCFF175IKI/,/files/ENCFF418MOK/,/files/ENCFF682JJN/,/files/ENCFF349KVU/,/files/ENCFF116THX/,/files/ENCFF529XWO/,/files/ENCFF242AYN/,/files/ENCFF702XVB/,/files/ENCFF430LWL/,/files/ENCFF021QCV/,/files/ENCFF442IPX/,/files/ENCFF303XQF/,/files/ENCFF082SFS/,/files/ENCFF724PVV/,/files/ENCFF742HQJ/,/files/ENCFF390EWV/,/files/ENCFF477MUO/,/files/ENCFF285CUV/,/files/ENCFF360ZAH/,/files/ENCFF519QTJ/,/files/ENCFF668MZD/,/files/ENCFF666IIB/,/files/ENCFF185ISK/,/files/ENCFF987LZA/,/files/ENCFF250GLP/,/files/ENCFF634XHU/,/files/ENCFF389CBD/,/files/ENCFF367XCP/,/files/ENCFF322GKP/,/files/ENCFF718CDB/,/files/ENCFF876KEA/,/files/ENCFF597KNJ/,/files/ENCFF126MYE/,/files/ENCFF111QCJ/,/files/ENCFF413ZMB/",NA,"ENCBS132AAA,ENCBS133AAA",12,1,NA,Homo sapiens,adult,"35 years,27 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/e3d73988-1fe8-49ce-b322-5813b4330769/,/replicates/9cde3fb0-3598-4189-83ac-ab7b325a4ab7/",FALSE,tissue,Heart
ENCSR000EJR,/experiments/ENCSR000EJR/,DNase-seq,DNase-seq,NA,NA,HEK293T,HEK293T,Duke human HEK293T DNase-seq,"Gregory Crawford, Duke",ENCODE,released,"/files/ENCFF000SPE/,/files/ENCFF000SPF/,/files/ENCFF000SPG/,/files/ENCFF000SPH/,/files/ENCFF000SPI/,/files/ENCFF000SPK/,/files/ENCFF000SQB/,/files/ENCFF001UVQ/,/files/ENCFF803AMK/,/files/ENCFF013WVF/,/files/ENCFF910QHN/,/files/ENCFF450LLY/,/files/ENCFF259MEZ/,/files/ENCFF626OML/,/files/ENCFF084GPM/,/files/ENCFF174BNZ/,/files/ENCFF747SFC/,/files/ENCFF890KIJ/,/files/ENCFF127KSH/,/files/ENCFF120XFB/,/files/ENCFF148BGE/,/files/ENCFF552YLW/,/files/ENCFF173VAD/,/files/ENCFF207WAS/,/files/ENCFF134IJS/,/files/ENCFF262LGT/,/files/ENCFF553CLB/,/files/ENCFF839LCK/,/files/ENCFF500HTP/,/files/ENCFF774HUB/,/files/ENCFF135NOY/,/files/ENCFF716SFD/,/files/ENCFF395FAQ/,/files/ENCFF916JSK/",NA,ENCBS634AAA,1,21,NA,Homo sapiens,embryonic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/a6e62cfe-300c-4d34-acb6-5f3adb5e1c75/,/replicates/4f435394-ac8e-4abc-a983-23deefaf683d/",FALSE,cell line,Kidney
ENCSR000EJS,/experiments/ENCSR000EJS/,DNase-seq,DNase-seq,NA,NA,HeLa-S3 treated with interferon alpha for 4 hours,HeLa-S3,DNase-seq on human HeLa-S3 treated with IFNa for 4 hours,"Gregory Crawford, Duke",ENCODE,released,"/files/ENCFF000ADG/,/files/ENCFF000SPQ/,/files/ENCFF000SPR/,/files/ENCFF000SPS/,/files/ENCFF000SPT/,/files/ENCFF000SPU/,/files/ENCFF000SPX/,/files/ENCFF000SPZ/,/files/ENCFF001SOU/,/files/ENCFF001UVR/,/files/ENCFF725CLT/,/files/ENCFF905ZBN/,/files/ENCFF918LDM/,/files/ENCFF061IBV/,/files/ENCFF681QUK/,/files/ENCFF670ESA/,/files/ENCFF818THJ/,/files/ENCFF201BKZ/,/files/ENCFF962XPK/,/files/ENCFF143MXD/,/files/ENCFF594LHA/,/files/ENCFF315EDC/,/files/ENCFF630JYV/,/files/ENCFF411YEH/,/files/ENCFF422TAV/,/files/ENCFF700OET/,/files/ENCFF894LOF/,/files/ENCFF808VHQ/,/files/ENCFF023CND/,/files/ENCFF809THT/,/files/ENCFF421NCU/,/files/ENCFF405HYR/,/files/ENCFF922TPV/,/files/ENCFF413DNC/,/files/ENCFF289PTF/,/files/ENCFF489BYO/",NA,ENCBS635AAA,1,12,NA,Homo sapiens,adult,31 years,interferon alpha,CHEBI:50847,NA,NA,4,hour,NA,NA,NA,"/replicates/2b578043-640c-4a0b-b030-fe401df3d274/,/replicates/976c73f6-17f3-48b5-9c33-064e0b468dc9/",TRUE,cell line,Uterus
ENCSR000EJT,/experiments/ENCSR000EJT/,DNase-seq,DNase-seq,NA,NA,HeLa-S3,HeLa-S3,Duke human HeLa-S3 DNase-seq,"Gregory Crawford, Duke",ENCODE,released,"/files/ENCFF000SPJ/,/files/ENCFF000SPL/,/files/ENCFF000SPM/,/files/ENCFF000SPO/,/files/ENCFF000SPV/,/files/ENCFF000SPW/,/files/ENCFF000SPY/,/files/ENCFF000SQA/,/files/ENCFF000SQC/,/files/ENCFF000SQH/,/files/ENCFF001UVS/,/files/ENCFF557LZB/,/files/ENCFF879GTR/,/files/ENCFF888QGO/,/files/ENCFF257VLB/,/files/ENCFF446GDR/,/files/ENCFF342EWC/,/files/ENCFF050BDU/,/files/ENCFF094GJM/,/files/ENCFF351NVF/,/files/ENCFF775GBM/,/files/ENCFF460VJK/,/files/ENCFF371OJW/,/files/ENCFF999MYA/,/files/ENCFF943CYI/,/files/ENCFF542SVF/,/files/ENCFF915NVE/,/files/ENCFF041CWE/,/files/ENCFF243UHM/,/files/ENCFF617FTI/,/files/ENCFF744EYD/,/files/ENCFF867ALU/,/files/ENCFF830TNF/,/files/ENCFF656FIJ/,/files/ENCFF687DTS/",NA,ENCBS646PGB,1,231,NA,Homo sapiens,adult,31 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/fe5c5f05-c689-4249-9fd1-cd7330759f7d/,/replicates/5cbf5f6f-db42-442c-908c-7510b34b1e68/,/replicates/08dedc95-9efe-4ab7-868f-fe677fd160f3/",FALSE,cell line,Uterus
ENCSR000EJU,/experiments/ENCSR000EJU/,DNase-seq,DNase-seq,NA,NA,hepatocyte,hepatocyte,DNase-seq on human Hepatocytes,"Gregory Crawford, Duke",ENCODE,released,"/files/ENCFF000ADH/,/files/ENCFF000SQD/,/files/ENCFF000SQE/,/files/ENCFF000SQF/,/files/ENCFF000SQG/,/files/ENCFF000SQI/,/files/ENCFF000SQO/,/files/ENCFF000SQQ/,/files/ENCFF001SOV/,/files/ENCFF001UVT/,/files/ENCFF343BXD/,/files/ENCFF025ASE/,/files/ENCFF094TGD/,/files/ENCFF296IJA/,/files/ENCFF021UNP/,/files/ENCFF159NKM/,/files/ENCFF228IHC/,/files/ENCFF813GDL/,/files/ENCFF298FFX/,/files/ENCFF781FAG/,/files/ENCFF660WTX/,/files/ENCFF102VTW/,/files/ENCFF930UJQ/,/files/ENCFF338TUL/,/files/ENCFF818FXA/,/files/ENCFF953XAB/,/files/ENCFF080QTW/,/files/ENCFF651TAX/,/files/ENCFF338XIK/,/files/ENCFF177TFR/,/files/ENCFF318YMF/,/files/ENCFF295BEY/,/files/ENCFF772LGD/,/files/ENCFF907RMB/,/files/ENCFF990PCZ/,/files/ENCFF086FXE/",NA,ENCBS382ENC,1,12,NA,Homo sapiens,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/681577fc-daf0-4929-801b-911342e706a0/,/replicates/efa921e3-c21e-4088-9ae3-9540d65f9ec5/",FALSE,primary cell,Liver
